Region,분류,ServiceCategory,SKU,Qty,Hours,Options
koreacentral,AppSvc/Isolated v2/Windows,App Service,I3mv2,1,730,tier=Isolated v2; os=Windows
koreacentral,AppSvc/Isolated v2/Windows,App Service,I4mv2,1,730,tier=Isolated v2; os=Windows
koreacentral,AppSvc/Isolated v2/Windows,App Service,I5mv2,1,730,tier=Isolated v2; os=Windows
koreacentral,AppSvc/Isolated v4/Linux,App Service,I1v4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I2v4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I3v4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I4v4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I5v4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I6v4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I1mv4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I2mv4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I3mv4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I4mv4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Linux,App Service,I5mv4,1,730,tier=Isolated v4; os=Linux
koreacentral,AppSvc/Isolated v4/Windows,App Service,I1v4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I2v4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I3v4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I4v4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I5v4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I6v4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I1mv4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I2mv4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I3mv4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I4mv4,1,730,tier=Isolated v4; os=Windows
koreacentral,AppSvc/Isolated v4/Windows,App Service,I5mv4,1,730,tier=Isolated v4; os=Windows
koreacentral,Application Gateway/Standard_v2,Application Gateway,Standard_v2,1,730,metric=고정 비용 (시간당)
koreacentral,Application Gateway/Standard_v2,Application Gateway,Standard_v2,1,730,"metric=용량 단위 (CU, 시간당)"
koreacentral,Application Gateway/WAF_v2,Application Gateway,WAF_v2,1,730,metric=고정 비용 (시간당)
koreacentral,Application Gateway/WAF_v2,Application Gateway,WAF_v2,1,730,"metric=용량 단위 (CU, 시간당)"
koreacentral,Application Gateway/Basic_v2,Application Gateway,Basic_v2,1,730,metric=고정 비용 (시간당)
koreacentral,Application Gateway/Basic_v2,Application Gateway,Basic_v2,1,730,"metric=용량 단위 (CU, 시간당)"
koreacentral,Application Gateway/Standard_Small,Application Gateway,Standard_Small,1,730,metric=게이트웨이 (시간당)
koreacentral,Application Gateway/Standard_Small,Application Gateway,Standard_Small,1,730,metric=데이터 처리 (GB)
koreacentral,Application Gateway/Standard_Medium,Application Gateway,Standard_Medium,1,730,metric=게이트웨이 (시간당)
koreacentral,Application Gateway/Standard_Medium,Application Gateway,Standard_Medium,1,730,metric=데이터 처리 (GB)
koreacentral,Application Gateway/Standard_Large,Application Gateway,Standard_Large,1,730,metric=게이트웨이 (시간당)
koreacentral,Application Gateway/Standard_Large,Application Gateway,Standard_Large,1,730,metric=데이터 처리 (GB)
koreacentral,Application Gateway/WAF_Medium,Application Gateway,WAF_Medium,1,730,metric=게이트웨이 (시간당)
koreacentral,Application Gateway/WAF_Large,Application Gateway,WAF_Large,1,730,metric=게이트웨이 (시간당)
koreacentral,Azure Bastion/opt,Azure Bastion,,1,730,tier=Basic; metric=게이트웨이(시간당)
koreacentral,Azure Bastion/opt,Azure Bastion,,1,730,tier=Standard; metric=게이트웨이(시간당)
koreacentral,Azure Bastion/opt,Azure Bastion,,1,730,tier=Premium; metric=게이트웨이(시간당)
koreacentral,Azure Bastion/opt,Azure Bastion,,1,500,tier=Basic; metric=데이터 전송 아웃(GB)
koreacentral,Azure Cache for Redis/Basic,Azure Cache for Redis,C0,1,730,tier=Basic
koreacentral,Azure Cache for Redis/Basic,Azure Cache for Redis,C1,1,730,tier=Basic
koreacentral,Azure Cache for Redis/Basic,Azure Cache for Redis,C2,1,730,tier=Basic
koreacentral,Azure Cache for Redis/Basic,Azure Cache for Redis,C3,1,730,tier=Basic
koreacentral,Azure Cache for Redis/Basic,Azure Cache for Redis,C4,1,730,tier=Basic
koreacentral,Azure Cache for Redis/Basic,Azure Cache for Redis,C5,1,730,tier=Basic
koreacentral,Azure Cache for Redis/Basic,Azure Cache for Redis,C6,1,730,tier=Basic
koreacentral,Azure Cache for Redis/Standard,Azure Cache for Redis,C0,1,730,tier=Standard
koreacentral,Azure Cache for Redis/Standard,Azure Cache for Redis,C1,1,730,tier=Standard
koreacentral,Azure Cache for Redis/Standard,Azure Cache for Redis,C2,1,730,tier=Standard
koreacentral,Azure Cache for Redis/Standard,Azure Cache for Redis,C3,1,730,tier=Standard
koreacentral,Azure Cache for Redis/Standard,Azure Cache for Redis,C4,1,730,tier=Standard
koreacentral,Azure Cache for Redis/Standard,Azure Cache for Redis,C5,1,730,tier=Standard
koreacentral,Azure Cache for Redis/Standard,Azure Cache for Redis,C6,1,730,tier=Standard
koreacentral,Azure Cache for Redis/Premium,Azure Cache for Redis,P1,1,730,tier=Premium
koreacentral,Azure Cache for Redis/Premium,Azure Cache for Redis,P2,1,730,tier=Premium
koreacentral,Azure Cache for Redis/Premium,Azure Cache for Redis,P3,1,730,tier=Premium
koreacentral,Azure Cache for Redis/Premium,Azure Cache for Redis,P4,1,730,tier=Premium
koreacentral,Azure Cache for Redis/Premium,Azure Cache for Redis,P5,1,730,tier=Premium
koreacentral,Azure Cache for Redis/Enterprise,Azure Cache for Redis,E1,1,730,tier=Enterprise
koreacentral,Azure Cache for Redis/Enterprise,Azure Cache for Redis,E5,1,730,tier=Enterprise
koreacentral,Azure Cache for Redis/Enterprise,Azure Cache for Redis,E10,1,730,tier=Enterprise
koreacentral,Azure Cache for Redis/Enterprise,Azure Cache for Redis,E20,1,730,tier=Enterprise
koreacentral,Azure Cache for Redis/Enterprise,Azure Cache for Redis,E50,1,730,tier=Enterprise
koreacentral,Azure Cache for Redis/Enterprise,Azure Cache for Redis,E100,1,730,tier=Enterprise
koreacentral,Azure Cache for Redis/Enterprise,Azure Cache for Redis,E200,1,730,tier=Enterprise
koreacentral,Azure Cache for Redis/Enterprise,Azure Cache for Redis,E400,1,730,tier=Enterprise
koreacentral,Azure Cache for Redis/Enterprise Flash,Azure Cache for Redis,F300,1,730,tier=Enterprise Flash
koreacentral,Azure Cache for Redis/Enterprise Flash,Azure Cache for Redis,F700,1,730,tier=Enterprise Flash
koreacentral,Azure Cache for Redis/Enterprise Flash,Azure Cache for Redis,F1500,1,730,tier=Enterprise Flash
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B0,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B1,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B3,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B5,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B10,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B20,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B50,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B100,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B150,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B250,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B350,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B500,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B700,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Balanced,Azure Cache for Redis,B1000,1,730,tier=AMR Balanced
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M10,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M20,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M50,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M150,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M250,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M350,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M500,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M700,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M1000,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M1500,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Memory Optimized,Azure Cache for Redis,M2000,1,730,tier=AMR Memory Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X3,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X5,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X10,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X20,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X50,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X100,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X150,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X250,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X350,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X500,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Compute Optimized,Azure Cache for Redis,X700,1,730,tier=AMR Compute Optimized
koreacentral,Azure Cache for Redis/AMR Flash Optimized,Azure Cache for Redis,A250,1,730,tier=AMR Flash Optimized
koreacentral,Azure Cache for Redis/AMR Flash Optimized,Azure Cache for Redis,A500,1,730,tier=AMR Flash Optimized
koreacentral,Azure Cache for Redis/AMR Flash Optimized,Azure Cache for Redis,A700,1,730,tier=AMR Flash Optimized
koreacentral,Azure Cache for Redis/AMR Flash Optimized,Azure Cache for Redis,A1000,1,730,tier=AMR Flash Optimized
koreacentral,Azure Cache for Redis/AMR Flash Optimized,Azure Cache for Redis,A1500,1,730,tier=AMR Flash Optimized
koreacentral,Azure Cache for Redis/AMR Flash Optimized,Azure Cache for Redis,A2000,1,730,tier=AMR Flash Optimized
koreacentral,Azure Cache for Redis/AMR Flash Optimized,Azure Cache for Redis,A4500,1,730,tier=AMR Flash Optimized
koreacentral,Azure Container Registry/opt,Azure Container Registry,,1,30,tier=Basic; metric=레지스트리 (일 단위)
koreacentral,Azure Container Registry/opt,Azure Container Registry,,1,30,tier=Standard; metric=레지스트리 (일 단위)
koreacentral,Azure Container Registry/opt,Azure Container Registry,,1,30,tier=Premium; metric=레지스트리 (일 단위)
koreacentral,Azure Container Registry/opt,Azure Container Registry,,1,100,tier=Basic; metric=추가 저장소 (GB/월)
koreacentral,"Azure Cosmos DB/Provisioned (수동, RU/s)",Azure Cosmos DB,,1,730,"model=Provisioned (수동, RU/s); rus=400"
koreacentral,Azure Cosmos DB/Autoscale (RU/s),Azure Cosmos DB,,1,730,model=Autoscale (RU/s); rus=400
koreacentral,Azure Cosmos DB/Serverless (백만 RU),Azure Cosmos DB,,1,1,model=Serverless (백만 RU)
koreacentral,"Azure Cosmos DB/저장소 (Data Stored, GB)",Azure Cosmos DB,,1,100,"model=저장소 (Data Stored, GB)"
koreacentral,MySQL/Burstable,Azure Database for MySQL,,1,730,tier=Burstable; instance=B1MS
koreacentral,MySQL/Burstable,Azure Database for MySQL,,1,730,tier=Burstable; instance=B2S
koreacentral,MySQL/Burstable,Azure Database for MySQL,,1,730,tier=Burstable; instance=B2MS
koreacentral,MySQL/Burstable,Azure Database for MySQL,,1,730,tier=Burstable; instance=B4MS
koreacentral,MySQL/Burstable,Azure Database for MySQL,,1,730,tier=Burstable; instance=B8MS
koreacentral,MySQL/Burstable,Azure Database for MySQL,,1,730,tier=Burstable; instance=B12MS
koreacentral,MySQL/Burstable,Azure Database for MySQL,,1,730,tier=Burstable; instance=B16MS
koreacentral,MySQL/Burstable,Azure Database for MySQL,,1,730,tier=Burstable; instance=B20MS
koreacentral,MySQL/General Purpose,Azure Database for MySQL,,1,730,tier=General Purpose; series=Ddsv5; vCores=2
koreacentral,MySQL/General Purpose,Azure Database for MySQL,,1,730,tier=General Purpose; series=Ddsv6; vCores=2
koreacentral,MySQL/General Purpose,Azure Database for MySQL,,1,730,tier=General Purpose; series=Dadsv5 (AMD); vCores=2
koreacentral,MySQL/General Purpose,Azure Database for MySQL,,1,730,tier=General Purpose; series=Dadsv6 (AMD); vCores=2
koreacentral,MySQL/Business Critical,Azure Database for MySQL,,1,730,tier=Business Critical; series=Edsv5; vCores=2
koreacentral,MySQL/Business Critical,Azure Database for MySQL,,1,730,tier=Business Critical; series=Edsv6; vCores=2
koreacentral,MySQL/Business Critical,Azure Database for MySQL,,1,730,tier=Business Critical; series=Eadsv5 (AMD); vCores=2
koreacentral,MySQL/Business Critical,Azure Database for MySQL,,1,730,tier=Business Critical; series=Eadsv6 (AMD); vCores=2
koreacentral,Azure DevOps/opt,Azure DevOps,,1,1,plan=Basic Plan 사용자 (월)
koreacentral,Azure DevOps/opt,Azure DevOps,,1,1,plan=Advanced 사용자 (월)
koreacentral,Azure DevOps/opt,Azure DevOps,,1,1,plan=Test Plans 사용자 (월)
koreacentral,Azure DevOps/opt,Azure DevOps,,1,1,plan=Artifacts 저장소 (GB/월)
koreacentral,Azure DevOps/opt,Azure DevOps,,1,1,plan=MS-hosted 병렬 작업 (월)
koreacentral,Azure DevOps/opt,Azure DevOps,,1,1,plan=Self-hosted 병렬 작업 (월)
koreacentral,Azure DNS/opt,Azure DNS,,2,1,zoneType=Public; metric=호스팅 영역 (월)
koreacentral,Azure DNS/opt,Azure DNS,,2,1,zoneType=Private; metric=호스팅 영역 (월)
koreacentral,Azure DNS/opt,Azure DNS,,1,10,zoneType=Public; metric=DNS 쿼리 (백만)
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Hot; redundancy=LRS; metric=Data Stored
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Premium; redundancy=LRS; metric=Data Stored
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Cool; redundancy=LRS; metric=Data Stored
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Transaction Optimized; redundancy=LRS; metric=Data Stored
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Hot; redundancy=ZRS; metric=Data Stored
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Hot; redundancy=GRS; metric=Data Stored
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Hot; redundancy=GZRS; metric=Data Stored
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Hot; redundancy=LRS; metric=Snapshots
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Hot; redundancy=LRS; metric=Metadata
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Hot; redundancy=LRS; metric=Write Operations
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Hot; redundancy=LRS; metric=Read Operations
koreacentral,Azure Files/opt,Azure Files,,1,100,fileTier=Hot; redundancy=LRS; metric=List Operations
koreacentral,Azure Files Provisioned v2/SSD,Azure Files Provisioned v2,,1,730,media=SSD; redundancy=LRS; storageGiB=1024; iops=3000; throughput=125
koreacentral,Azure Files Provisioned v2/SSD,Azure Files Provisioned v2,,1,730,media=SSD; redundancy=ZRS; storageGiB=1024; iops=3000; throughput=125
koreacentral,Azure Files Provisioned v2/HDD,Azure Files Provisioned v2,,1,730,media=HDD; redundancy=LRS; storageGiB=1024; iops=3000; throughput=125
koreacentral,Azure Files Provisioned v2/HDD,Azure Files Provisioned v2,,1,730,media=HDD; redundancy=ZRS; storageGiB=1024; iops=3000; throughput=125
koreacentral,Azure Files Provisioned v2/HDD,Azure Files Provisioned v2,,1,730,media=HDD; redundancy=GRS; storageGiB=1024; iops=3000; throughput=125
koreacentral,Azure Files Provisioned v2/HDD,Azure Files Provisioned v2,,1,730,media=HDD; redundancy=GZRS; storageGiB=1024; iops=3000; throughput=125
koreacentral,Azure Firewall/Standard,Azure Firewall,,1,730,"tier=Standard; metric=Deployment (배포, 시간당)"
koreacentral,Azure Firewall/Standard,Azure Firewall,,1,1000,"tier=Standard; metric=Data Processed (데이터 처리, GB)"
koreacentral,Azure Firewall/Standard,Azure Firewall,,1,730,"tier=Standard; metric=Capacity Unit (용량 단위, 시간당)"
koreacentral,Azure Firewall/Premium,Azure Firewall,,1,730,"tier=Premium; metric=Deployment (배포, 시간당)"
